% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.021	1	1	3	2	1	0	81	0	0	0
0.022	1	1	3	3	1	0	81	0	0	0
0.024	1	1	3	5	1	0	81	0	0	0
0.025	1	1	3	6	1	0	81	0	0	0
0.026	1	1	3	7	1	28	2196	0	0	0
0.03	1	1	4	1	1	28	2196	0	0	0
0.034	1	1	4	5	1	28	2196	0	0	0
0.038	1	1	4	9	1	28	2196	0	0	0
0.041	1	1	5	2	1	28	2196	0	0	0
0.044	1	1	5	5	1	28	2196	0	0	0
0.046	1	1	5	7	1	28	2196	0	0	0
0.05	1	1	6	1	1	28	2196	0	0	0
0.052	1	1	6	3	1	28	2196	0	0	0
0.057	1	1	6	8	1	28	2196	0	0	0
0.063	1	1	7	4	1	28	2196	0	0	0
0.068	1	1	7	9	1	28	2196	0	0	0
0.072	1	1	8	3	1	28	2196	0	0	0
0.075	1	1	8	6	1	28	2196	0	0	0
0.08	1	1	9	1	1	28	2196	0	0	0
0.082	1	1	9	3	1	28	2196	0	0	0
0.085	1	1	9	6	1	28	2196	0	0	0
0.09	1	1	10	1	1	28	2196	0	0	0
0.092	1	1	10	3	1	28	2196	0	0	0
0.095	1	1	10	6	1	28	2196	0	0	0
0.098	1	1	10	9	1	28	2196	0	0	0
0.1	1	1	11	1	1	28	2196	0	0	0
0.103	1	1	11	4	1	28	2196	0	0	0
0.107	1	1	11	8	1	28	2196	0	0	0
0.11	1	1	12	1	1	28	2196	0	0	0
0.114	1	1	12	5	1	28	2196	0	0	0
0.117	1	1	12	8	1	28	2196	0	0	0
0.122	1	1	13	3	1	28	2196	0	0	0
0.125	1	1	13	6	1	28	2196	0	0	0
0.128	1	1	13	9	1	28	2196	0	0	0
0.133	1	1	14	4	1	28	2196	0	0	0
0.137	1	1	14	8	1	28	2196	0	0	0
0.141	1	1	15	2	1	28	2196	0	0	0
0.144	1	1	15	5	1	28	2196	0	0	0
0.147	1	1	15	8	1	28	2196	0	0	0
0.152	1	1	16	3	1	28	2196	0	0	0
0.155	1	1	16	6	1	28	2196	0	0	0
0.158	1	1	16	9	1	28	2196	0	0	0
0.161	1	1	17	2	1	28	2196	0	0	0
0.172	1	1	18	3	1	28	2196	0	0	0
0.175	1	1	18	6	1	28	2196	0	0	0
0.179	1	1	18	10	1	28	2196	0	0	0
0.182	1	1	19	3	1	28	2196	0	0	0
0.187	1	1	19	8	1	28	2196	0	0	0
0.191	1	1	20	2	1	28	2196	0	0	0
0.195	1	1	20	6	1	28	2196	0	0	0
0.198	1	1	20	9	1	28	2196	0	0	0
0.202	1	1	21	3	1	28	2196	0	0	0
0.207	1	1	21	8	1	28	2196	0	0	0
0.212	1	1	22	3	1	28	2196	0	0	0
0.217	1	1	22	8	1	28	2196	0	0	0
0.22	1	1	23	1	1	28	2196	0	0	0
0.225	1	1	23	6	1	28	2196	0	0	0
0.229	1	1	23	10	1	28	2196	0	0	0
0.231	1	1	24	2	1	28	2196	0	0	0
0.234	1	1	24	5	1	28	2196	0	0	0
0.241	1	1	25	2	1	28	2196	0	0	0
0.245	1	1	25	6	1	28	2196	0	0	0
0.249	1	1	25	10	1	28	2196	0	0	0
0.252	1	1	26	3	1	28	2196	0	0	0
0.254	1	1	26	5	1	28	2196	0	0	0
0.259	1	1	26	10	1	28	2196	0	0	0
0.264	1	1	27	5	1	28	2196	0	0	0
0.267	1	1	27	8	1	28	2196	0	0	0
0.27	1	1	28	1	1	28	2196	0	0	0
0.274	1	1	28	5	1	28	2196	0	0	0
0.278	1	1	28	9	1	28	2196	0	0	0
0.28	1	1	29	1	1	28	2196	0	0	0
0.283	1	1	29	4	1	28	2196	0	0	0
0.287	1	1	29	8	1	28	2196	0	0	0
0.292	1	1	30	3	1	28	2196	0	0	0
0.294	1	1	30	5	1	28	2196	0	0	0
0.3	1	1	31	1	1	28	2196	0	0	0
0.304	1	1	31	5	1	28	2196	0	0	0
0.309	1	1	31	10	1	28	2196	0	0	0
0.312	1	1	32	3	1	28	2196	0	0	0
0.317	1	1	32	8	1	28	2196	0	0	0
0.32	1	1	33	1	1	28	2196	0	0	0
0.324	1	1	33	5	1	28	2196	0	0	0
0.327	1	1	33	8	1	28	2196	0	0	0
0.33	1	1	34	1	1	28	2196	0	0	0
0.341	1	1	35	2	1	28	2196	0	0	0
0.346	1	1	35	7	1	28	2196	0	0	0
0.35	1	1	36	1	1	28	2196	0	0	0
0.352	1	1	36	3	1	28	2196	0	0	0
0.356	1	1	36	7	1	28	2196	0	0	0
0.363	1	1	37	4	1	28	2196	0	0	0
0.366	1	1	37	7	1	28	2196	0	0	0
0.369	1	1	37	10	1	28	2196	0	0	0
0.371	1	1	38	2	1	28	2196	0	0	0
0.374	1	1	38	5	1	28	2196	0	0	0
0.379	1	1	38	10	1	28	2196	0	0	0
0.381	1	1	39	2	1	28	2196	0	0	0
0.384	1	1	39	5	1	28	2196	0	0	0
0.387	1	1	39	8	1	28	2196	0	0	0
0.392	1	1	40	3	1	28	2196	0	0	0
0.398	1	1	40	9	1	28	2196	0	0	0
0.402	1	1	41	3	1	28	2196	0	0	0
0.406	1	1	41	7	1	28	2196	0	0	0
0.41	1	1	42	1	1	28	2196	0	0	0
0.413	1	1	42	4	1	28	2196	0	0	0
0.419	1	1	42	10	1	28	2196	0	0	0
0.423	1	1	43	4	1	28	2196	0	0	0
0.427	1	1	43	8	1	28	2196	0	0	0
0.432	1	1	44	3	1	28	2196	0	0	0
0.436	1	1	44	7	1	28	2196	0	0	0
0.438	1	1	44	9	1	28	2196	0	0	0
0.443	1	1	45	4	1	28	2196	0	0	0
0.446	1	1	45	7	1	28	2196	0	0	0
0.451	1	1	46	2	1	28	2196	0	0	0
0.454	1	1	46	5	1	28	2196	0	0	0
0.456	1	1	46	7	1	28	2196	0	0	0
0.459	1	1	46	10	1	28	2196	0	0	0
0.464	1	1	47	5	1	28	2196	0	0	0
0.467	1	1	47	8	1	28	2196	0	0	0
0.472	1	1	48	3	1	28	2196	0	0	0
0.475	1	1	48	6	1	28	2196	0	0	0
0.478	1	1	48	9	1	28	2196	0	0	0
0.484	1	1	49	5	1	28	2196	0	0	0
0.487	1	1	49	8	1	28	2196	0	0	0
0.492	1	1	50	3	1	28	2196	0	0	0
0.495	1	1	50	6	1	28	2196	0	0	0
0.499	1	1	50	10	1	28	2196	0	0	0
0.502	1	1	51	3	1	28	2196	0	0	0
0.508	1	1	51	9	1	28	2196	0	0	0
0.515	1	1	52	6	1	28	2196	0	0	0
0.519	1	1	52	10	1	28	2196	0	0	0
0.522	1	1	53	3	1	28	2196	0	0	0
0.526	1	1	53	7	1	28	2196	0	0	0
0.529	1	1	53	10	1	28	2196	0	0	0
0.534	1	1	54	5	1	28	2196	0	0	0
0.539	1	1	54	10	1	28	2196	0	0	0
0.547	1	1	55	8	1	28	2196	0	0	0
0.55	1	1	56	1	1	28	2196	0	0	0
0.553	1	1	56	4	1	28	2196	0	0	0
0.558	1	1	56	9	1	28	2196	0	0	0
0.564	1	1	57	5	1	28	2196	0	0	0
0.566	1	1	57	7	1	28	2196	0	0	0
0.569	1	1	57	10	1	28	2196	0	0	0
0.573	1	1	58	4	1	28	2196	0	0	0
0.577	1	1	58	8	1	28	2196	0	0	0
0.58	1	1	59	1	1	28	2196	0	0	0
0.584	1	1	59	5	1	28	2196	0	0	0
0.588	1	1	59	9	1	28	2196	0	0	0
0.592	1	1	60	3	1	28	2196	0	0	0
0.595	1	1	60	6	1	28	2196	0	0	0
0.6	1	1	61	1	1	28	2196	0	0	0
0.602	1	1	61	3	1	28	2196	0	0	0
0.605	1	1	61	6	1	28	2196	0	0	0
0.611	1	1	62	2	1	28	2196	0	0	0
0.614	1	1	62	5	1	28	2196	0	0	0
0.617	1	1	62	8	1	28	2196	0	0	0
0.62	1	1	63	1	1	28	2196	0	0	0
0.623	1	1	63	4	1	28	2196	0	0	0
0.626	1	1	63	7	1	28	2196	0	0	0
0.629	1	1	63	10	1	28	2196	0	0	0
0.631	1	1	64	2	1	28	2196	0	0	0
0.635	1	1	64	6	1	28	2196	0	0	0
0.64	1	1	65	1	1	28	2196	0	0	0
0.644	1	1	65	5	1	28	2196	0	0	0
0.65	1	1	66	1	1	28	2196	0	0	0
0.654	1	1	66	5	1	28	2196	0	0	0
0.66	1	1	67	1	1	28	2196	0	0	0
0.665	1	1	67	6	1	28	2196	0	0	0
0.67	1	1	68	1	1	28	2196	0	0	0
0.672	1	1	68	3	1	28	2196	0	0	0
0.677	1	1	68	8	1	28	2196	0	0	0
0.679	1	1	68	10	1	28	2196	0	0	0
0.683	1	1	69	4	1	28	2196	0	0	0
0.687	1	1	69	8	1	28	2196	0	0	0
0.691	1	1	70	2	1	28	2196	0	0	0
0.694	1	1	70	5	1	28	2196	0	0	0
0.698	1	1	70	9	1	28	2196	0	0	0
0.701	1	1	71	2	1	28	2196	0	0	0
0.703	1	1	71	4	1	28	2196	0	0	0
0.707	1	1	71	8	1	28	2196	0	0	0
0.71	1	1	72	1	1	28	2196	0	0	0
0.713	1	1	72	4	1	28	2196	0	0	0
0.719	1	1	72	10	1	28	2196	0	0	0
0.723	1	1	73	4	1	28	2196	0	0	0
0.731	1	1	74	2	1	28	2196	0	0	0
0.736	1	1	74	7	1	28	2196	0	0	0
0.741	1	1	75	2	1	28	2196	0	0	0
0.746	1	1	75	7	1	28	2196	0	0	0
0.751	1	1	76	2	1	28	2196	0	0	0
0.757	1	1	76	8	1	28	2196	0	0	0
0.76	1	1	77	1	1	28	2196	0	0	0
0.763	1	1	77	4	1	28	2196	0	0	0
0.767	1	1	77	8	1	28	2196	0	0	0
0.769	1	1	77	10	1	28	2196	0	0	0
0.775	1	1	78	6	1	28	2196	0	0	0
0.783	1	1	79	4	1	28	2196	0	0	0
0.786	1	1	79	7	1	28	2196	0	0	0
0.79	1	1	80	1	1	28	2196	0	0	0
0.795	1	1	80	6	1	28	2196	0	0	0
0.799	1	1	80	10	1	28	2196	0	0	0
0.802	1	1	81	3	1	28	2196	0	0	0
0.809	1	1	81	10	1	28	2196	0	0	0
0.814	1	1	82	5	1	28	2196	0	0	0
0.82	1	1	83	1	1	28	2196	0	0	0
0.823	1	1	83	4	1	28	2196	0	0	0
0.825	1	1	83	6	1	28	2196	0	0	0
0.828	1	1	83	9	1	28	2196	0	0	0
0.833	1	1	84	4	1	28	2196	0	0	0
0.836	1	1	84	7	1	28	2196	0	0	0
0.839	1	1	84	10	1	28	2196	0	0	0
0.842	1	1	85	3	1	28	2196	0	0	0
0.852	1	1	86	3	1	28	2196	0	0	0
0.856	1	1	86	7	1	28	2196	0	0	0
0.86	1	1	87	1	1	28	2196	0	0	0
0.863	1	1	87	4	1	28	2196	0	0	0
0.866	1	1	87	7	1	28	2196	0	0	0
0.872	1	1	88	3	1	28	2196	0	0	0
0.875	1	1	88	6	1	28	2196	0	0	0
0.88	1	1	89	1	1	28	2196	0	0	0
0.884	1	1	89	5	1	28	2196	0	0	0
0.886	1	1	89	7	1	28	2196	0	0	0
0.889	1	1	89	10	1	28	2196	0	0	0
0.892	1	1	90	3	1	28	2196	0	0	0
0.9	1	1	91	1	1	28	2196	0	0	0
0.903	1	1	91	4	1	28	2196	0	0	0
0.907	1	1	91	8	1	28	2196	0	0	0
0.913	1	1	92	4	1	28	2196	0	0	0
0.916	1	1	92	7	1	28	2196	0	0	0
0.926	1	1	93	7	1	28	2196	0	0	0
0.931	1	1	94	2	1	28	2196	0	0	0
0.936	1	1	94	7	1	28	2196	0	0	0
0.939	1	1	94	10	1	28	2196	0	0	0
0.943	1	1	95	4	1	28	2196	0	0	0
0.947	1	1	95	8	1	28	2196	0	0	0
0.951	1	1	96	2	1	28	2196	0	0	0
0.955	1	1	96	6	1	28	2196	0	0	0
0.958	1	1	96	9	1	28	2196	0	0	0
0.961	1	1	97	2	1	28	2196	0	0	0
0.965	1	1	97	6	1	28	2196	0	0	0
0.967	1	1	97	8	1	28	2196	0	0	0
0.972	1	1	98	3	1	28	2196	0	0	0
0.976	1	1	98	7	1	28	2196	0	0	0
0.98	1	1	99	1	1	28	2196	0	0	0
0.983	1	1	99	4	1	28	2196	0	0	0
0.987	1	1	99	8	1	28	2196	0	0	0
0.989	1	1	99	10	1	28	2196	0	0	0
0.996	1	1	100	7	1	28	2196	0	0	0
1.002	1	1	101	3	1	28	2196	0	0	0
1.007	1	1	101	8	1	28	2196	0	0	0
1.011	1	1	102	2	1	28	2196	0	0	0
1.017	1	1	102	8	1	28	2196	0	0	0
1.021	1	1	103	2	1	28	2196	0	0	0
1.027	1	1	103	8	1	28	2196	0	0	0
1.031	1	1	104	2	1	28	2196	0	0	0
1.034	1	1	104	5	1	28	2196	0	0	0
1.038	1	1	104	9	1	28	2196	0	0	0
1.043	1	1	105	4	1	28	2196	0	0	0
1.049	1	1	105	10	1	28	2196	0	0	0
1.052	1	1	106	3	1	28	2196	0	0	0
1.058	1	1	106	9	1	28	2196	0	0	0
1.063	1	1	107	4	1	28	2196	0	0	0
1.066	1	1	107	7	1	28	2196	0	0	0
1.071	1	1	108	2	1	28	2196	0	0	0
1.076	1	1	108	7	1	28	2196	0	0	0
1.078	1	1	108	9	1	28	2196	0	0	0
1.082	1	1	109	3	1	28	2196	0	0	0
1.087	1	1	109	8	1	28	2196	0	0	0
1.091	1	1	110	2	1	28	2196	0	0	0
1.095	1	1	110	6	1	28	2196	0	0	0
1.1	1	1	111	1	1	28	2196	0	0	0
1.103	1	1	111	4	1	28	2196	0	0	0
1.107	1	1	111	8	1	28	2196	0	0	0
1.11	1	1	112	1	1	28	2196	0	0	0
1.113	1	1	112	4	1	28	2196	0	0	0
1.118	1	1	112	9	1	28	2196	0	0	0
1.121	1	1	113	2	1	28	2196	0	0	0
1.125	1	1	113	6	1	28	2196	0	0	0
1.13	1	1	114	1	1	28	2196	0	0	0
1.133	1	1	114	4	1	28	2196	0	0	0
1.136	1	1	114	7	1	28	2196	0	0	0
1.142	1	1	115	3	1	28	2196	0	0	0
1.145	1	1	115	6	1	28	2196	0	0	0
1.149	1	1	115	10	1	28	2196	0	0	0
1.155	1	1	116	6	1	28	2196	0	0	0
1.16	1	1	117	1	1	28	2196	0	0	0
1.164	1	1	117	5	1	28	2196	0	0	0
1.169	1	1	117	10	1	28	2196	0	0	0
1.172	1	1	118	3	1	28	2196	0	0	0
1.176	1	1	118	7	1	28	2196	0	0	0
1.18	1	1	119	1	1	28	2196	0	0	0
1.185	1	1	119	6	1	28	2196	0	0	0
1.188	1	1	119	9	1	28	2196	0	0	0
