% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.037	1	4	4	8	2	28	2196	0	0	0
0.038	1	3	4	9	1	28	2196	0	0	0
0.041	1	5	5	2	4	28	2196	0	0	0
0.043	1	1	5	4	3	28	2196	0	0	0
0.047	1	3	5	8	1	28	2196	0	0	0
0.049	1	2	5	10	5	28	2196	0	0	0
0.052	1	4	6	3	2	28	2196	0	0	0
0.054	1	5	6	5	4	28	2196	0	0	0
0.055	1	1	6	6	3	28	2196	0	0	0
0.06	1	5	7	1	4	28	2196	0	0	0
0.063	1	1	7	4	3	28	2196	0	0	0
0.066	1	4	7	7	2	28	2196	0	0	0
0.069	1	2	7	10	5	28	2196	0	0	0
0.07	1	4	8	1	2	28	2196	0	0	0
0.076	1	5	8	7	4	28	2196	0	0	0
0.085	1	3	9	6	1	28	2196	0	0	0
0.086	1	2	9	7	5	28	2196	0	0	0
0.09	1	1	10	1	3	28	2196	0	0	0
0.092	1	4	10	3	2	28	2196	0	0	0
0.095	1	2	10	6	5	28	2196	0	0	0
0.1	1	3	11	1	1	28	2196	0	0	0
0.104	1	5	11	5	4	28	2196	0	0	0
0.106	1	1	11	7	3	28	2196	0	0	0
0.107	1	4	11	8	2	28	2196	0	0	0
0.109	1	2	11	10	5	28	2196	0	0	0
0.112	1	5	12	3	4	28	2196	0	0	0
0.118	1	3	12	9	1	28	2196	0	0	0
0.119	1	4	12	10	2	28	2196	0	0	0
0.122	1	5	13	3	4	28	2196	0	0	0
0.124	1	1	13	5	3	28	2196	0	0	0
0.125	1	2	13	6	5	28	2196	0	0	0
0.143	1	2	15	4	5	28	2196	0	0	0
0.146	1	4	15	7	2	28	2196	0	0	0
0.151	1	2	16	2	5	28	2196	0	0	0
0.156	1	3	16	7	1	28	2196	0	0	0
0.158	1	5	16	9	4	28	2196	0	0	0
0.167	1	1	17	8	3	28	2196	0	0	0
0.173	1	1	18	4	3	28	2196	0	0	0
0.174	1	3	18	5	1	28	2196	0	0	0
0.176	1	2	18	7	5	28	2196	0	0	0
0.185	1	5	19	6	4	28	2196	0	0	0
0.186	1	1	19	7	3	28	2196	0	0	0
0.19	1	2	20	1	5	28	2196	0	0	0
0.194	1	1	20	5	3	28	2196	0	0	0
0.198	1	5	20	9	4	28	2196	0	0	0
0.199	1	4	20	10	2	28	2196	0	0	0
0.221	1	1	23	2	3	28	2196	0	0	0
0.223	1	2	23	4	5	28	2196	0	0	0
0.227	1	4	23	8	2	28	2196	0	0	0
0.229	1	5	23	10	4	28	2196	0	0	0
0.23	1	2	24	1	5	28	2196	0	0	0
0.236	1	1	24	7	3	28	2196	0	0	0
0.239	1	5	24	10	4	28	2196	0	0	0
0.245	1	5	25	6	4	28	2196	0	0	0
0.255	1	3	26	6	1	28	2196	0	0	0
0.258	1	4	26	9	2	28	2196	0	0	0
0.267	1	1	27	8	3	28	2196	0	0	0
0.27	1	2	28	1	5	28	2196	0	0	0
0.273	1	1	28	4	3	28	2196	0	0	0
0.276	1	3	28	7	1	28	2196	0	0	0
0.277	1	4	28	8	2	28	2196	0	0	0
0.28	1	5	29	1	4	28	2196	0	0	0
0.295	1	1	30	6	3	28	2196	0	0	0
0.303	1	4	31	4	2	28	2196	0	0	0
0.304	1	1	31	5	3	28	2196	0	0	0
0.308	1	3	31	9	1	28	2196	0	0	0
0.323	1	5	33	4	4	28	2196	0	0	0
0.326	1	1	33	7	3	28	2196	0	0	0
0.341	1	3	35	2	1	28	2196	0	0	0
0.35	1	4	36	1	2	28	2196	0	0	0
0.353	1	2	36	4	5	28	2196	0	0	0
0.354	1	5	36	5	4	28	2196	0	0	0
0.355	1	4	36	6	2	28	2196	0	0	0
0.357	1	1	36	8	3	28	2196	0	0	0
0.361	1	3	37	2	1	28	2196	0	0	0
0.368	1	2	37	9	5	28	2196	0	0	0
0.372	1	2	38	3	5	28	2196	0	0	0
0.378	1	4	38	9	2	28	2196	0	0	0
0.383	1	3	39	4	1	28	2196	0	0	0
0.386	1	2	39	7	5	28	2196	0	0	0
0.396	1	2	40	7	5	28	2196	0	0	0
0.399	1	4	40	10	2	28	2196	0	0	0
0.401	1	1	41	2	3	28	2196	0	0	0
0.405	1	4	41	6	2	28	2196	0	0	0
0.416	1	5	42	7	4	28	2196	0	0	0
0.424	1	5	43	5	4	28	2196	0	0	0
0.429	1	2	43	10	5	28	2196	0	0	0
0.438	1	4	44	9	2	28	2196	0	0	0
0.439	1	3	44	10	1	28	2196	0	0	0
0.44	1	1	45	1	3	28	2196	0	0	0
0.442	1	2	45	3	5	28	2196	0	0	0
0.449	1	2	45	10	5	28	2196	0	0	0
0.454	1	5	46	5	4	28	2196	0	0	0
0.461	1	3	47	2	1	28	2196	0	0	0
0.463	1	4	47	4	2	28	2196	0	0	0
0.481	1	3	49	2	1	28	2196	0	0	0
0.485	1	4	49	6	2	28	2196	0	0	0
0.488	1	1	49	9	3	28	2196	0	0	0
0.49	1	5	50	1	4	28	2196	0	0	0
0.491	1	3	50	2	1	28	2196	0	0	0
0.497	1	2	50	8	5	28	2196	0	0	0
0.5	1	5	51	1	4	28	2196	0	0	0
0.501	1	3	51	2	1	28	2196	0	0	0
0.508	1	4	51	9	2	28	2196	0	0	0
0.509	1	2	51	10	5	28	2196	0	0	0
0.512	1	3	52	3	1	28	2196	0	0	0
0.518	1	2	52	9	5	28	2196	0	0	0
0.529	1	5	53	10	4	28	2196	0	0	0
0.535	1	1	54	6	3	28	2196	0	0	0
0.536	1	4	54	7	2	28	2196	0	0	0
0.538	1	5	54	9	4	28	2196	0	0	0
0.542	1	1	55	3	3	28	2196	0	0	0
0.548	1	3	55	9	1	28	2196	0	0	0
0.552	1	1	56	3	3	28	2196	0	0	0
0.553	1	4	56	4	2	28	2196	0	0	0
0.555	1	5	56	6	4	28	2196	0	0	0
0.557	1	3	56	8	1	28	2196	0	0	0
0.558	1	2	56	9	5	28	2196	0	0	0
0.569	1	1	57	10	3	28	2196	0	0	0
0.57	1	4	58	1	2	28	2196	0	0	0
0.571	1	5	58	2	4	28	2196	0	0	0
0.576	1	2	58	7	5	28	2196	0	0	0
0.58	1	3	59	1	1	28	2196	0	0	0
0.582	1	5	59	3	4	28	2196	0	0	0
0.585	1	1	59	6	3	28	2196	0	0	0
0.586	1	4	59	7	2	28	2196	0	0	0
0.591	1	2	60	2	5	28	2196	0	0	0
0.597	1	5	60	8	4	28	2196	0	0	0
0.598	1	1	60	9	3	28	2196	0	0	0
0.603	1	5	61	4	4	28	2196	0	0	0
0.609	1	5	61	10	4	28	2196	0	0	0
0.618	1	3	62	9	1	28	2196	0	0	0
0.619	1	4	62	10	2	28	2196	0	0	0
0.621	1	2	63	2	5	28	2196	0	0	0
