% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.027	1	2	3	8	4	28	2196	0	0	0
0.042	1	4	5	3	6	28	2196	0	0	0
0.052	1	2	6	3	4	28	2196	0	0	0
0.055	1	5	6	6	1	28	2196	0	0	0
0.061	1	1	7	2	3	28	2196	0	0	0
0.064	1	4	7	5	6	28	2196	0	0	0
0.068	1	1	7	9	3	28	2196	0	0	0
0.078	1	5	8	9	1	28	2196	0	0	0
0.079	1	4	8	10	6	28	2196	0	0	0
0.08	1	1	9	1	3	28	2196	0	0	0
0.082	1	2	9	3	4	28	2196	0	0	0
0.087	1	1	9	8	3	28	2196	0	0	0
0.088	1	5	9	9	1	28	2196	0	0	0
0.095	1	3	10	6	2	28	2196	0	0	0
0.096	1	2	10	7	4	28	2196	0	0	0
0.101	1	5	11	2	1	28	2196	0	0	0
0.112	1	4	12	3	6	28	2196	0	0	0
0.128	1	3	13	9	2	28	2196	0	0	0
0.134	1	1	14	5	3	28	2196	0	0	0
0.14	1	1	15	1	3	28	2196	0	0	0
0.153	1	3	16	4	2	28	2196	0	0	0
0.154	1	2	16	5	4	28	2196	0	0	0
0.155	1	5	16	6	1	28	2196	0	0	0
0.158	1	3	16	9	2	28	2196	0	0	0
0.159	1	4	16	10	6	28	2196	0	0	0
0.16	1	1	17	1	3	28	2196	0	0	0
0.163	1	3	17	4	2	28	2196	0	0	0
0.168	1	4	17	9	6	28	2196	0	0	0
0.179	1	2	18	10	4	28	2196	0	0	0
0.189	1	4	19	10	6	28	2196	0	0	0
0.195	1	3	20	6	2	28	2196	0	0	0
0.196	1	4	20	7	6	28	2196	0	0	0
0.201	1	5	21	2	1	28	2196	0	0	0
0.202	1	4	21	3	6	28	2196	0	0	0
0.203	1	3	21	4	2	28	2196	0	0	0
0.204	1	2	21	5	4	28	2196	0	0	0
0.215	1	2	22	6	4	28	2196	0	0	0
0.216	1	5	22	7	1	28	2196	0	0	0
0.217	1	3	22	8	2	28	2196	0	0	0
0.218	1	4	22	9	6	28	2196	0	0	0
0.232	1	5	24	3	1	28	2196	0	0	0
0.233	1	3	24	4	2	28	2196	0	0	0
0.236	1	4	24	7	6	28	2196	0	0	0
0.243	1	1	25	4	3	28	2196	0	0	0
0.255	1	3	26	6	2	28	2196	0	0	0
0.256	1	4	26	7	6	28	2196	0	0	0
0.258	1	2	26	9	4	28	2196	0	0	0
0.259	1	5	26	10	1	28	2196	0	0	0
0.261	1	4	27	2	6	28	2196	0	0	0
0.267	1	4	27	8	6	28	2196	0	0	0
0.272	1	1	28	3	3	28	2196	0	0	0
0.273	1	3	28	4	2	28	2196	0	0	0
0.28	1	1	29	1	3	28	2196	0	0	0
0.281	1	2	29	2	4	28	2196	0	0	0
0.288	1	2	29	9	4	28	2196	0	0	0
0.291	1	5	30	2	1	28	2196	0	0	0
0.293	1	1	30	4	3	28	2196	0	0	0
0.294	1	3	30	5	2	28	2196	0	0	0
0.302	1	5	31	3	1	28	2196	0	0	0
0.303	1	4	31	4	6	28	2196	0	0	0
0.304	1	1	31	5	3	28	2196	0	0	0
0.305	1	2	31	6	4	28	2196	0	0	0
0.315	1	5	32	6	1	28	2196	0	0	0
0.316	1	3	32	7	2	28	2196	0	0	0
0.321	1	2	33	2	4	28	2196	0	0	0
0.326	1	3	33	7	2	28	2196	0	0	0
0.328	1	4	33	9	6	28	2196	0	0	0
0.329	1	1	33	10	3	28	2196	0	0	0
0.359	1	3	36	10	2	28	2196	0	0	0
0.361	1	2	37	2	4	28	2196	0	0	0
0.365	1	5	37	6	1	28	2196	0	0	0
0.366	1	4	37	7	6	28	2196	0	0	0
0.373	1	1	38	4	3	28	2196	0	0	0
0.399	1	1	40	10	3	28	2196	0	0	0
0.402	1	5	41	3	1	28	2196	0	0	0
0.412	1	1	42	3	3	28	2196	0	0	0
0.415	1	2	42	6	4	28	2196	0	0	0
0.416	1	4	42	7	6	28	2196	0	0	0
0.417	1	1	42	8	3	28	2196	0	0	0
0.419	1	5	42	10	1	28	2196	0	0	0
0.421	1	3	43	2	2	28	2196	0	0	0
0.426	1	2	43	7	4	28	2196	0	0	0
0.434	1	4	44	5	6	28	2196	0	0	0
0.449	1	3	45	10	2	28	2196	0	0	0
0.451	1	1	46	2	3	28	2196	0	0	0
0.452	1	3	46	3	2	28	2196	0	0	0
0.458	1	4	46	9	6	28	2196	0	0	0
0.473	1	3	48	4	2	28	2196	0	0	0
0.474	1	4	48	5	6	28	2196	0	0	0
0.479	1	2	48	10	4	28	2196	0	0	0
0.488	1	5	49	9	1	28	2196	0	0	0
0.489	1	2	49	10	4	28	2196	0	0	0
0.49	1	3	50	1	2	28	2196	0	0	0
0.492	1	1	50	3	3	28	2196	0	0	0
0.494	1	5	50	5	1	28	2196	0	0	0
0.515	1	5	52	6	1	28	2196	0	0	0
0.518	1	3	52	9	2	28	2196	0	0	0
0.525	1	2	53	6	4	28	2196	0	0	0
0.528	1	1	53	9	3	28	2196	0	0	0
0.535	1	3	54	6	2	28	2196	0	0	0
0.541	1	4	55	2	6	28	2196	0	0	0
0.542	1	5	55	3	1	28	2196	0	0	0
0.546	1	3	55	7	2	28	2196	0	0	0
0.55	1	4	56	1	6	28	2196	0	0	0
0.551	1	5	56	2	1	28	2196	0	0	0
0.559	1	3	56	10	2	28	2196	0	0	0
0.56	1	2	57	1	4	28	2196	0	0	0
0.563	1	4	57	4	6	28	2196	0	0	0
0.569	1	1	57	10	3	28	2196	0	0	0
0.579	1	3	58	10	2	28	2196	0	0	0
0.58	1	5	59	1	1	28	2196	0	0	0
0.582	1	2	59	3	4	28	2196	0	0	0
0.586	1	1	59	7	3	28	2196	0	0	0
0.589	1	5	59	10	1	28	2196	0	0	0
0.59	1	3	60	1	2	28	2196	0	0	0
0.593	1	2	60	4	4	28	2196	0	0	0
0.595	1	1	60	6	3	28	2196	0	0	0
0.602	1	5	61	3	1	28	2196	0	0	0
0.604	1	1	61	5	3	28	2196	0	0	0
0.605	1	3	61	6	2	28	2196	0	0	0
0.619	1	2	62	10	4	28	2196	0	0	0
0.625	1	4	63	6	6	28	2196	0	0	0
0.626	1	2	63	7	4	28	2196	0	0	0
0.629	1	1	63	10	3	28	2196	0	0	0
0.637	1	5	64	8	1	28	2196	0	0	0
0.638	1	1	64	9	3	28	2196	0	0	0
0.639	1	2	64	10	4	28	2196	0	0	0
0.644	1	3	65	5	2	28	2196	0	0	0
0.645	1	2	65	6	4	28	2196	0	0	0
0.652	1	3	66	3	2	28	2196	0	0	0
0.654	1	4	66	5	6	28	2196	0	0	0
0.661	1	3	67	2	2	28	2196	0	0	0
0.666	1	2	67	7	4	28	2196	0	0	0
0.669	1	3	67	10	2	28	2196	0	0	0
0.681	1	3	69	2	2	28	2196	0	0	0
0.684	1	5	69	5	1	28	2196	0	0	0
0.685	1	1	69	6	3	28	2196	0	0	0
0.696	1	5	70	7	1	28	2196	0	0	0
0.701	1	4	71	2	6	28	2196	0	0	0
0.703	1	2	71	4	4	28	2196	0	0	0
0.711	1	1	72	2	3	28	2196	0	0	0
0.719	1	2	72	10	4	28	2196	0	0	0
0.72	1	5	73	1	1	28	2196	0	0	0
