% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.021	1	10	3	2	4	0	81	0	0	0
0.022	1	1	3	3	3	0	81	0	0	0
0.023	1	10	3	4	4	0	81	0	0	0
0.024	1	8	3	5	2	0	81	0	0	0
0.025	1	1	3	6	3	0	81	0	0	0
0.026	1	7	3	7	10	0	81	0	0	0
0.027	1	5	3	8	1	28	2196	0	0	0
0.028	1	6	3	9	12	0	81	0	0	0
0.029	1	9	3	10	9	0	81	0	0	0
0.03	1	4	4	1	11	0	81	0	0	0
0.031	1	8	4	2	2	28	2052	0	0	0
0.031	1	6	4	2	12	28	185	0	0	0
0.032	1	9	4	3	9	28	2196	0	0	0
0.033	1	2	4	4	15	0	81	0	0	0
0.034	1	3	4	5	16	0	81	0	0	0
0.035	1	10	4	6	4	28	749	0	0	0
0.035	1	7	4	6	10	20	97	0	0	0
0.035	1	4	4	6	11	22	807	0	0	0
0.036	1	1	4	7	3	28	2196	0	0	0
0.037	1	2	4	8	15	28	2196	0	0	0
0.038	1	3	4	9	16	26	1836	0	0	0
0.039	1	7	4	10	10	24	133	0	0	0
0.039	1	6	4	10	12	28	2052	0	0	0
0.04	1	10	5	1	4	28	373	0	0	0
0.04	1	7	5	1	10	16	775	0	0	0
0.041	1	3	5	2	16	28	2196	0	0	0
0.042	1	5	5	3	1	28	373	0	0	0
0.042	1	4	5	3	11	20	999	0	0	0
0.043	1	10	5	4	4	28	2196	0	0	0
0.044	1	8	5	5	2	28	1287	0	0	0
0.044	1	4	5	5	11	28	935	0	0	0
0.045	1	9	5	6	9	28	1287	0	0	0
0.045	1	7	5	6	10	20	389	0	0	0
0.045	1	2	5	6	15	28	185	0	0	0
0.046	1	1	5	7	3	28	2196	0	0	0
0.047	1	6	5	8	12	28	2196	0	0	0
0.048	1	5	5	9	1	28	2196	0	0	0
0.049	1	2	5	10	15	28	2196	0	0	0
0.05	1	8	6	1	2	28	749	0	0	0
0.05	1	7	6	1	10	20	597	0	0	0
0.05	1	4	6	1	11	28	373	0	0	0
0.051	1	10	6	2	4	28	373	0	0	0
0.051	1	9	6	2	9	28	1836	0	0	0
0.052	1	3	6	3	16	28	2196	0	0	0
0.053	1	1	6	4	3	28	2196	0	0	0
0.054	1	10	6	5	4	28	2196	0	0	0
0.055	1	8	6	6	2	28	2196	0	0	0
0.056	1	7	6	7	10	20	693	0	0	0
0.056	1	6	6	7	12	28	935	0	0	0
0.057	1	5	6	8	1	28	2196	0	0	0
0.058	1	4	6	9	11	24	1191	0	0	0
0.058	1	2	6	9	15	28	549	0	0	0
0.059	1	9	6	10	9	28	1836	0	0	0
0.059	1	6	6	10	12	28	373	0	0	0
0.06	1	7	7	1	10	20	501	0	0	0
0.06	1	6	7	1	12	28	1287	0	0	0
0.061	1	10	7	2	4	28	2196	0	0	0
0.062	1	3	7	3	16	28	2196	0	0	0
0.063	1	4	7	4	11	28	1287	0	0	0
0.063	1	2	7	4	15	28	935	0	0	0
0.064	1	8	7	5	2	28	1287	0	0	0
0.064	1	7	7	5	10	22	573	0	0	0
0.065	1	1	7	6	3	28	2196	0	0	0
0.066	1	5	7	7	1	28	2196	0	0	0
0.067	1	4	7	8	11	28	1479	0	0	0
0.067	1	2	7	8	15	28	749	0	0	0
0.068	1	9	7	9	9	28	2052	0	0	0
0.068	1	6	7	9	12	28	185	0	0	0
0.069	1	7	7	10	10	22	693	0	0	0
0.069	1	6	7	10	12	28	1095	0	0	0
0.07	1	8	8	1	2	28	749	0	0	0
0.07	1	4	8	1	11	28	1479	0	0	0
0.071	1	2	8	2	15	28	2196	0	0	0
0.072	1	10	8	3	4	28	1095	0	0	0
0.072	1	7	8	3	10	24	807	0	0	0
0.073	1	3	8	4	16	28	2196	0	0	0
0.074	1	8	8	5	2	28	2196	0	0	0
0.075	1	6	8	6	12	28	2196	0	0	0
0.076	1	1	8	7	3	28	1095	0	0	0
0.076	1	7	8	7	10	24	807	0	0	0
0.077	1	5	8	8	1	28	2196	0	0	0
0.078	1	9	8	9	9	28	549	0	0	0
0.078	1	4	8	9	11	28	1479	0	0	0
0.078	1	2	8	9	15	28	185	0	0	0
0.079	1	10	8	10	4	28	2196	0	0	0
0.08	1	7	9	1	10	24	807	0	0	0
0.08	1	2	9	1	15	28	1095	0	0	0
0.081	1	1	9	2	3	28	185	0	0	0
0.081	1	9	9	2	9	28	2052	0	0	0
0.082	1	1	9	3	3	28	2196	0	0	0
0.083	1	7	9	4	10	24	1063	0	0	0
0.083	1	3	9	4	16	28	749	0	0	0
0.084	1	8	9	5	2	28	2196	0	0	0
0.085	1	4	9	6	11	28	1479	0	0	0
0.085	1	2	9	6	15	28	749	0	0	0
0.086	1	6	9	7	12	28	2196	0	0	0
0.087	1	5	9	8	1	28	1287	0	0	0
0.087	1	7	9	8	10	26	749	0	0	0
0.088	1	3	9	9	16	28	2196	0	0	0
0.089	1	2	9	10	15	28	2196	0	0	0
0.09	1	10	10	1	4	28	2196	0	0	0
0.091	1	9	10	2	9	28	935	0	0	0
0.091	1	7	10	2	10	26	1063	0	0	0
0.092	1	1	10	3	3	28	549	0	0	0
0.092	1	4	10	3	11	28	1692	0	0	0
0.093	1	5	10	4	1	28	2196	0	0	0
0.094	1	8	10	5	2	28	2196	0	0	0
0.095	1	9	10	6	9	28	2196	0	0	0
0.096	1	1	10	7	3	28	1287	0	0	0
0.096	1	7	10	7	10	28	935	0	0	0
0.097	1	6	10	8	12	28	2196	0	0	0
0.098	1	3	10	9	16	28	2196	0	0	0
0.099	1	2	10	10	15	28	2196	0	0	0
0.1	1	10	11	1	4	28	1095	0	0	0
0.1	1	7	11	1	10	28	1095	0	0	0
0.101	1	1	11	2	3	28	549	0	0	0
0.101	1	4	11	2	11	28	1692	0	0	0
0.102	1	5	11	3	1	28	2196	0	0	0
0.103	1	8	11	4	2	28	2196	0	0	0
0.104	1	10	11	5	4	28	1095	0	0	0
0.104	1	7	11	5	10	28	1095	0	0	0
0.105	1	1	11	6	3	28	2196	0	0	0
0.106	1	9	11	7	9	28	1836	0	0	0
0.106	1	6	11	7	12	28	373	0	0	0
0.107	1	7	11	8	10	28	1287	0	0	0
0.107	1	6	11	8	12	28	935	0	0	0
0.108	1	4	11	9	11	28	1692	0	0	0
0.108	1	3	11	9	16	28	549	0	0	0
0.109	1	2	11	10	15	28	2196	0	0	0
0.11	1	10	12	1	4	28	2196	0	0	0
0.111	1	7	12	2	10	28	1479	0	0	0
0.111	1	3	12	2	16	28	749	0	0	0
0.112	1	6	12	3	12	28	2196	0	0	0
0.113	1	5	12	4	1	28	2196	0	0	0
0.114	1	1	12	5	3	28	373	0	0	0
0.114	1	9	12	5	9	28	1836	0	0	0
0.115	1	3	12	6	16	28	2196	0	0	0
0.116	1	8	12	7	2	28	2196	0	0	0
0.117	1	1	12	8	3	28	373	0	0	0
0.117	1	4	12	8	11	28	1836	0	0	0
0.118	1	7	12	9	10	28	1479	0	0	0
0.118	1	2	12	9	15	28	749	0	0	0
0.119	1	10	12	10	4	28	2196	0	0	0
0.12	1	1	13	1	3	28	2196	0	0	0
