% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.021	1	1	3	2	1	0	81	0	0	0
0.022	1	1	3	3	1	0	81	0	0	0
0.023	1	1	3	4	1	0	81	0	0	0
0.024	1	1	3	5	1	0	81	0	0	0
0.028	1	1	3	9	1	28	2196	0	0	0
0.032	1	1	4	3	1	28	2196	0	0	0
0.034	1	1	4	5	1	28	2196	0	0	0
0.038	1	1	4	9	1	28	2196	0	0	0
0.046	1	1	5	7	1	28	2196	0	0	0
0.048	1	1	5	9	1	28	2196	0	0	0
0.051	1	1	6	2	1	28	2196	0	0	0
0.053	1	1	6	4	1	24	1620	0	0	0
0.057	1	1	6	8	1	24	1620	0	0	0
0.059	1	1	6	10	1	28	2196	0	0	0
0.063	1	1	7	4	1	28	2196	0	0	0
0.066	1	1	7	7	1	28	2196	0	0	0
0.07	1	1	8	1	1	28	2196	0	0	0
0.073	1	1	8	4	1	28	2196	0	0	0
0.077	1	1	8	8	1	28	2196	0	0	0
0.08	1	1	9	1	1	28	2196	0	0	0
0.084	1	1	9	5	1	28	2196	0	0	0
0.086	1	1	9	7	1	28	2196	0	0	0
0.092	1	1	10	3	1	24	1620	0	0	0
0.098	1	1	10	9	1	28	2196	0	0	0
0.101	1	1	11	2	1	28	2196	0	0	0
0.103	1	1	11	4	1	28	2196	0	0	0
0.106	1	1	11	7	1	28	2196	0	0	0
0.112	1	1	12	3	1	28	2196	0	0	0
0.116	1	1	12	7	1	28	2196	0	0	0
0.119	1	1	12	10	1	28	2196	0	0	0
0.127	1	1	13	8	1	28	2196	0	0	0
0.132	1	1	14	3	1	28	2196	0	0	0
0.135	1	1	14	6	1	28	2196	0	0	0
0.139	1	1	14	10	1	28	2196	0	0	0
0.144	1	1	15	5	1	28	2196	0	0	0
0.149	1	1	15	10	1	28	2196	0	0	0
0.154	1	1	16	5	1	28	2196	0	0	0
0.158	1	1	16	9	1	28	2196	0	0	0
0.164	1	1	17	5	1	28	2196	0	0	0
0.169	1	1	17	10	1	28	2196	0	0	0
0.173	1	1	18	4	1	28	2196	0	0	0
0.179	1	1	18	10	1	28	2196	0	0	0
0.184	1	1	19	5	1	28	2196	0	0	0
0.187	1	1	19	8	1	28	2196	0	0	0
0.19	1	1	20	1	1	28	2196	0	0	0
0.196	1	1	20	7	1	28	2196	0	0	0
0.201	1	1	21	2	1	28	2196	0	0	0
0.204	1	1	21	5	1	28	2196	0	0	0
0.206	1	1	21	7	1	28	2196	0	0	0
0.211	1	1	22	2	1	28	2196	0	0	0
0.214	1	1	22	5	1	28	2196	0	0	0
0.217	1	1	22	8	1	28	2196	0	0	0
0.22	1	1	23	1	1	28	2196	0	0	0
0.225	1	1	23	6	1	28	2196	0	0	0
0.229	1	1	23	10	1	28	2196	0	0	0
0.233	1	1	24	4	1	28	2196	0	0	0
0.236	1	1	24	7	1	28	2196	0	0	0
0.241	1	1	25	2	1	28	2196	0	0	0
0.244	1	1	25	5	1	28	2196	0	0	0
0.247	1	1	25	8	1	28	2196	0	0	0
0.25	1	1	26	1	1	28	2196	0	0	0
0.253	1	1	26	4	1	28	2196	0	0	0
0.256	1	1	26	7	1	28	2196	0	0	0
0.259	1	1	26	10	1	28	2196	0	0	0
0.263	1	1	27	4	1	28	2196	0	0	0
0.266	1	1	27	7	1	28	2196	0	0	0
0.269	1	1	27	10	1	28	2196	0	0	0
0.274	1	1	28	5	1	28	2196	0	0	0
0.277	1	1	28	8	1	28	2196	0	0	0
0.281	1	1	29	2	1	28	2196	0	0	0
0.284	1	1	29	5	1	28	2196	0	0	0
0.287	1	1	29	8	1	28	2196	0	0	0
0.29	1	1	30	1	1	28	2196	0	0	0
0.295	1	1	30	6	1	28	2196	0	0	0
0.299	1	1	30	10	1	28	2196	0	0	0
0.301	1	1	31	2	1	28	2196	0	0	0
0.304	1	1	31	5	1	28	2196	0	0	0
0.308	1	1	31	9	1	28	2196	0	0	0
0.313	1	1	32	4	1	28	2196	0	0	0
0.319	1	1	32	10	1	28	2196	0	0	0
0.322	1	1	33	3	1	28	2196	0	0	0
0.326	1	1	33	7	1	28	2196	0	0	0
0.329	1	1	33	10	1	28	2196	0	0	0
0.332	1	1	34	3	1	28	2196	0	0	0
0.337	1	1	34	8	1	28	2196	0	0	0
0.339	1	1	34	10	1	28	2196	0	0	0
0.343	1	1	35	4	1	28	2196	0	0	0
0.347	1	1	35	8	1	28	2196	0	0	0
0.35	1	1	36	1	1	28	2196	0	0	0
0.355	1	1	36	6	1	28	2196	0	0	0
0.357	1	1	36	8	1	28	2196	0	0	0
0.361	1	1	37	2	1	28	2196	0	0	0
0.366	1	1	37	7	1	28	2196	0	0	0
0.369	1	1	37	10	1	28	2196	0	0	0
0.371	1	1	38	2	1	28	2196	0	0	0
0.374	1	1	38	5	1	28	2196	0	0	0
0.376	1	1	38	7	1	28	2196	0	0	0
0.38	1	1	39	1	1	28	2196	0	0	0
0.392	1	1	40	3	1	20	1191	0	0	0
0.397	1	1	40	8	1	28	2196	0	0	0
0.401	1	1	41	2	1	28	2196	0	0	0
0.405	1	1	41	6	1	28	2196	0	0	0
0.409	1	1	41	10	1	28	2196	0	0	0
0.415	1	1	42	6	1	28	2196	0	0	0
0.42	1	1	43	1	1	28	2196	0	0	0
0.423	1	1	43	4	1	28	2196	0	0	0
0.428	1	1	43	9	1	28	2196	0	0	0
0.43	1	1	44	1	1	28	2196	0	0	0
0.434	1	1	44	5	1	28	2196	0	0	0
0.437	1	1	44	8	1	28	2196	0	0	0
0.439	1	1	44	10	1	28	2196	0	0	0
0.443	1	1	45	4	1	28	2196	0	0	0
0.447	1	1	45	8	1	28	2196	0	0	0
0.449	1	1	45	10	1	28	2196	0	0	0
0.452	1	1	46	3	1	28	2196	0	0	0
0.455	1	1	46	6	1	24	1620	0	0	0
0.46	1	1	47	1	1	28	2196	0	0	0
0.465	1	1	47	6	1	28	2196	0	0	0
0.469	1	1	47	10	1	28	2196	0	0	0
0.472	1	1	48	3	1	28	2196	0	0	0
0.476	1	1	48	7	1	28	2196	0	0	0
0.482	1	1	49	3	1	28	2196	0	0	0
0.485	1	1	49	6	1	28	2196	0	0	0
0.488	1	1	49	9	1	28	2196	0	0	0
0.493	1	1	50	4	1	28	2196	0	0	0
0.495	1	1	50	6	1	28	2196	0	0	0
0.5	1	1	51	1	1	28	2196	0	0	0
0.505	1	1	51	6	1	28	2196	0	0	0
0.507	1	1	51	8	1	28	2196	0	0	0
0.511	1	1	52	2	1	28	2196	0	0	0
0.513	1	1	52	4	1	28	2196	0	0	0
0.516	1	1	52	7	1	28	2196	0	0	0
0.519	1	1	52	10	1	28	2196	0	0	0
0.523	1	1	53	4	1	28	2196	0	0	0
0.527	1	1	53	8	1	28	2196	0	0	0
0.531	1	1	54	2	1	28	2196	0	0	0
0.535	1	1	54	6	1	28	2196	0	0	0
0.538	1	1	54	9	1	28	2196	0	0	0
0.542	1	1	55	3	1	28	2196	0	0	0
0.547	1	1	55	8	1	28	2196	0	0	0
0.551	1	1	56	2	1	28	2196	0	0	0
0.555	1	1	56	6	1	28	2196	0	0	0
0.557	1	1	56	8	1	28	2196	0	0	0
0.563	1	1	57	4	1	22	1383	0	0	0
0.568	1	1	57	9	1	28	2196	0	0	0
0.572	1	1	58	3	1	28	2196	0	0	0
0.575	1	1	58	6	1	28	2196	0	0	0
0.578	1	1	58	9	1	28	2196	0	0	0
0.58	1	1	59	1	1	28	2196	0	0	0
0.583	1	1	59	4	1	28	2196	0	0	0
0.589	1	1	59	10	1	28	2196	0	0	0
0.592	1	1	60	3	1	28	2196	0	0	0
0.597	1	1	60	8	1	28	2196	0	0	0
0.6	1	1	61	1	1	28	2196	0	0	0
0.606	1	1	61	7	1	28	2196	0	0	0
0.608	1	1	61	9	1	28	2196	0	0	0
0.615	1	1	62	6	1	28	2196	0	0	0
0.619	1	1	62	10	1	28	2196	0	0	0
0.621	1	1	63	2	1	28	2196	0	0	0
0.623	1	1	63	4	1	28	2196	0	0	0
0.627	1	1	63	8	1	28	2196	0	0	0
0.629	1	1	63	10	1	28	2196	0	0	0
0.633	1	1	64	4	1	28	2196	0	0	0
0.639	1	1	64	10	1	28	2196	0	0	0
0.645	1	1	65	6	1	28	2196	0	0	0
0.649	1	1	65	10	1	28	2196	0	0	0
0.654	1	1	66	5	1	28	2196	0	0	0
0.658	1	1	66	9	1	22	1383	0	0	0
0.661	1	1	67	2	1	26	1836	0	0	0
0.669	1	1	67	10	1	28	2196	0	0	0
0.672	1	1	68	3	1	28	2196	0	0	0
0.677	1	1	68	8	1	28	2196	0	0	0
0.68	1	1	69	1	1	28	2196	0	0	0
0.682	1	1	69	3	1	28	2196	0	0	0
0.686	1	1	69	7	1	28	2196	0	0	0
0.689	1	1	69	10	1	28	2196	0	0	0
0.693	1	1	70	4	1	28	2196	0	0	0
0.699	1	1	70	10	1	28	2196	0	0	0
0.702	1	1	71	3	1	28	2196	0	0	0
0.705	1	1	71	6	1	28	2196	0	0	0
0.708	1	1	71	9	1	28	2196	0	0	0
0.714	1	1	72	5	1	24	1620	0	0	0
0.719	1	1	72	10	1	28	2196	0	0	0
0.721	1	1	73	2	1	28	2196	0	0	0
0.729	1	1	73	10	1	28	2196	0	0	0
0.732	1	1	74	3	1	28	2196	0	0	0
0.736	1	1	74	7	1	28	2196	0	0	0
0.739	1	1	74	10	1	28	2196	0	0	0
0.745	1	1	75	6	1	28	2196	0	0	0
0.75	1	1	76	1	1	28	2196	0	0	0
0.754	1	1	76	5	1	28	2196	0	0	0
0.757	1	1	76	8	1	28	2196	0	0	0
0.76	1	1	77	1	1	28	2196	0	0	0
0.763	1	1	77	4	1	28	2196	0	0	0
0.766	1	1	77	7	1	28	2196	0	0	0
0.769	1	1	77	10	1	28	2196	0	0	0
0.772	1	1	78	3	1	28	2196	0	0	0
0.776	1	1	78	7	1	28	2196	0	0	0
0.78	1	1	79	1	1	28	2196	0	0	0
0.784	1	1	79	5	1	28	2196	0	0	0
0.788	1	1	79	9	1	28	2196	0	0	0
0.795	1	1	80	6	1	28	2196	0	0	0
0.799	1	1	80	10	1	28	2196	0	0	0
0.805	1	1	81	6	1	28	2196	0	0	0
0.809	1	1	81	10	1	28	2196	0	0	0
0.812	1	1	82	3	1	28	2196	0	0	0
0.816	1	1	82	7	1	28	2196	0	0	0
0.818	1	1	82	9	1	28	2196	0	0	0
0.822	1	1	83	3	1	28	2196	0	0	0
0.825	1	1	83	6	1	28	2196	0	0	0
0.83	1	1	84	1	1	18	967	0	0	0
0.833	1	1	84	4	1	18	967	0	0	0
0.841	1	1	85	2	1	28	2196	0	0	0
0.845	1	1	85	6	1	28	2196	0	0	0
0.848	1	1	85	9	1	22	1383	0	0	0
0.852	1	1	86	3	1	26	1836	0	0	0
0.854	1	1	86	5	1	28	2196	0	0	0
0.857	1	1	86	8	1	28	2196	0	0	0
0.86	1	1	87	1	1	28	2196	0	0	0
0.865	1	1	87	6	1	28	2196	0	0	0
0.868	1	1	87	9	1	28	2196	0	0	0
0.872	1	1	88	3	1	28	2196	0	0	0
0.874	1	1	88	5	1	28	2196	0	0	0
0.88	1	1	89	1	1	24	1620	0	0	0
0.883	1	1	89	4	1	28	2196	0	0	0
0.889	1	1	89	10	1	28	2196	0	0	0
0.891	1	1	90	2	1	28	2196	0	0	0
0.895	1	1	90	6	1	28	2196	0	0	0
0.9	1	1	91	1	1	28	2196	0	0	0
0.904	1	1	91	5	1	28	2196	0	0	0
0.907	1	1	91	8	1	28	2196	0	0	0
0.912	1	1	92	3	1	28	2196	0	0	0
0.917	1	1	92	8	1	28	2196	0	0	0
0.922	1	1	93	3	1	28	2196	0	0	0
0.928	1	1	93	9	1	28	2196	0	0	0
0.932	1	1	94	3	1	28	2196	0	0	0
0.935	1	1	94	6	1	28	2196	0	0	0
0.94	1	1	95	1	1	28	2196	0	0	0
0.943	1	1	95	4	1	28	2196	0	0	0
0.947	1	1	95	8	1	28	2196	0	0	0
0.952	1	1	96	3	1	28	2196	0	0	0
0.956	1	1	96	7	1	28	2196	0	0	0
0.96	1	1	97	1	1	28	2196	0	0	0
0.965	1	1	97	6	1	28	2196	0	0	0
0.968	1	1	97	9	1	28	2196	0	0	0
0.971	1	1	98	2	1	28	2196	0	0	0
0.973	1	1	98	4	1	28	2196	0	0	0
0.977	1	1	98	8	1	28	2196	0	0	0
0.98	1	1	99	1	1	28	2196	0	0	0
0.983	1	1	99	4	1	28	2196	0	0	0
0.986	1	1	99	7	1	28	2196	0	0	0
0.99	1	1	100	1	1	28	2196	0	0	0
0.993	1	1	100	4	1	28	2196	0	0	0
0.998	1	1	100	9	1	28	2196	0	0	0
1.002	1	1	101	3	1	28	2196	0	0	0
1.007	1	1	101	8	1	28	2196	0	0	0
1.011	1	1	102	2	1	28	2196	0	0	0
1.013	1	1	102	4	1	28	2196	0	0	0
1.018	1	1	102	9	1	28	2196	0	0	0
1.02	1	1	103	1	1	28	2196	0	0	0
1.024	1	1	103	5	1	28	2196	0	0	0
1.028	1	1	103	9	1	28	2196	0	0	0
1.031	1	1	104	2	1	28	2196	0	0	0
1.033	1	1	104	4	1	28	2196	0	0	0
1.038	1	1	104	9	1	28	2196	0	0	0
1.044	1	1	105	5	1	28	2196	0	0	0
1.047	1	1	105	8	1	28	2196	0	0	0
1.049	1	1	105	10	1	28	2196	0	0	0
1.051	1	1	106	2	1	28	2196	0	0	0
1.056	1	1	106	7	1	28	2196	0	0	0
1.066	1	1	107	7	1	28	2196	0	0	0
1.072	1	1	108	3	1	28	2196	0	0	0
1.075	1	1	108	6	1	28	2196	0	0	0
1.079	1	1	108	10	1	28	2196	0	0	0
1.081	1	1	109	2	1	28	2196	0	0	0
1.084	1	1	109	5	1	28	2196	0	0	0
1.088	1	1	109	9	1	28	2196	0	0	0
1.093	1	1	110	4	1	28	2196	0	0	0
1.097	1	1	110	8	1	28	2196	0	0	0
1.101	1	1	111	2	1	28	2196	0	0	0
1.105	1	1	111	6	1	28	2196	0	0	0
1.109	1	1	111	10	1	28	2196	0	0	0
1.112	1	1	112	3	1	28	2196	0	0	0
1.114	1	1	112	5	1	28	2196	0	0	0
1.117	1	1	112	8	1	26	1836	0	0	0
1.12	1	1	113	1	1	28	2196	0	0	0
1.126	1	1	113	7	1	24	1620	0	0	0
1.13	1	1	114	1	1	28	2196	0	0	0
1.134	1	1	114	5	1	28	2196	0	0	0
1.139	1	1	114	10	1	28	2196	0	0	0
1.142	1	1	115	3	1	28	2196	0	0	0
1.146	1	1	115	7	1	28	2196	0	0	0
